Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,safeds,safeds.config._device,device,6,11,No,0,0,Found no referenced functions,,None,,2025-03-08 12:00:23.075057
No,safeds,safeds.config._device,device,6,66,No,0,0,Found no referenced functions,,None,,2025-03-08 12:00:23.075057
No,safeds,safeds.data.tabular.containers._column,rename,109,32,No,0,1,Found no referenced functions,,None,,2025-03-08 12:00:23.239092
No,safeds,safeds.data.tabular.containers._column,_data_type,111,33,No,0,1,Found no referenced functions,,None,,2025-03-08 12:00:23.240091
No,safeds,safeds.data.tabular.containers._row,_from_pandas_dataframe,130,31,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:23.246251
No,safeds,safeds.data.tabular.containers._table,_from_pandas_dataframe,424,31,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:23.247341
No,safeds,safeds.data.tabular.containers._tagged_table,__init__,150,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.249339
No,safeds,safeds.data.tabular.containers._tagged_table,keep_only_columns,165,32,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:23.251337
No,safeds,safeds.data.tabular.containers._tagged_table,get_column,166,31,No,0,1,Found no referenced functions,,None,,2025-03-08 12:00:23.251452
No,safeds,safeds.data.tabular.containers._time_series,__init__,183,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:00:23.253464
No,safeds,safeds.data.tabular.containers._time_series,get_column,188,29,No,0,1,Found no referenced functions,,None,,2025-03-08 12:00:23.254450
No,safeds,safeds.exceptions._data,__init__,31,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.261700
No,safeds,safeds.exceptions._data,__init__,39,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.262700
No,safeds,safeds.exceptions._data,__init__,50,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.263698
No,safeds,safeds.exceptions._data,__init__,67,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.265709
No,safeds,safeds.exceptions._data,__init__,82,12,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.266826
No,safeds,safeds.exceptions._data,__init__,84,12,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.267838
No,safeds,safeds.exceptions._data,__init__,100,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.268838
No,safeds,safeds.exceptions._data,__init__,107,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.269823
No,safeds,safeds.exceptions._data,__init__,114,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.270835
No,safeds,safeds.exceptions._data,__init__,123,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.272963
No,safeds,safeds.exceptions._data,__init__,133,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.273950
No,safeds,safeds.exceptions._data,__init__,143,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.275960
No,safeds,safeds.exceptions._data,__init__,150,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.277080
No,safeds,safeds.exceptions._data,__init__,157,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.278092
No,safeds,safeds.exceptions._data,__init__,164,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:23.279091
No,safeds,safeds.exceptions._generic,_check_lower_bound,77,13,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.917932
No,safeds,safeds.exceptions._generic,_check_upper_bound,77,57,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.917932
No,safeds,safeds.exceptions._generic,_str_lower_bound,81,47,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.918915
No,safeds,safeds.exceptions._generic,_str_lower_bound,87,50,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.918915
No,safeds,safeds.exceptions._generic,_str_upper_bound,81,82,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.918915
No,safeds,safeds.exceptions._generic,_str_upper_bound,87,85,No,0,3,Found no referenced functions,,None,,2025-03-08 12:00:24.919913
No,safeds,safeds.exceptions._generic,__init__,86,8,No,0,44,Found no referenced functions,,None,,2025-03-08 12:00:24.920912
