Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,sklearn,sklearn.base,__sklearn_clone__,75,15,No,0,2,Found no referenced functions,estimator.__sklearn_clone__.(),estimator,"MemberExpr:75(
  NameExpr(estimator [l])
  __sklearn_clone__) Type is Any No missing import name ",2025-02-10 02:03:48.227210
Yes,sklearn,sklearn.base,_clone_parametrized,76,11,No,1,1,Found same amount of functions,_clone_parametrized.(),sklearn.base._clone_parametrized,,2025-02-10 02:03:48.229197
Yes,sklearn,sklearn.base,clone,85,31,No,1,1,Found same amount of functions,clone.(),sklearn.base.clone,,2025-02-10 02:03:48.231197
Yes,sklearn,sklearn.base,clone,107,34,No,1,1,Found same amount of functions,clone.(),sklearn.base.clone,,2025-02-10 02:03:48.232198
Yes,sklearn,sklearn.base,get_params,105,24,No,0,21,Found no referenced functions,estimator.get_params.(),estimator,"MemberExpr:105(
  NameExpr(estimator [l])
  get_params) Type is Any No missing import name ",2025-02-10 02:03:48.233198
Yes,sklearn,sklearn.base,get_params,115,17,No,0,21,Found no referenced functions,new_object.get_params.(),new_object,"MemberExpr:115(
  NameExpr(new_object [l])
  get_params) Type is Any No missing import name ",2025-02-10 02:03:48.233198
Yes,sklearn,sklearn.utils._metadata_requests,request_is_valid,279,42,No,1,1,Found same amount of functions,request_is_valid.(),sklearn.utils._metadata_requests.request_is_valid,,2025-02-10 02:03:48.250241
Yes,sklearn,sklearn.utils._metadata_requests,request_is_valid,281,19,No,1,1,Found same amount of functions,request_is_valid.(),sklearn.utils._metadata_requests.request_is_valid,,2025-02-10 02:03:48.251242
Yes,sklearn,sklearn.utils._metadata_requests,_get_param_names,421,15,No,0,2,Found no referenced functions,getattr.()._get_param_names.(),builtins.getattr,"CallExpr:421(
  NameExpr(getattr [builtins.getattr])
  Args(
    NameExpr(self [l])
    NameExpr(method [l]))) Mypy Node is a mp_nodes.OverloadedFuncDef ",2025-02-10 02:03:48.251242
Yes,sklearn,sklearn.utils._metadata_requests,_get_param_names,724,16,No,0,1,Found no referenced functions,self._self_request._get_param_names.(),"NamedType(name='MetadataRouter', qname='sklearn.utils._metadata_requests.MetadataRouter')","MemberExpr:724(
  NameExpr(self [l])
  _self_request) Missing type info of: _self_request, at path part _self_request ",2025-02-10 02:03:48.252241
