Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,sklearn,sklearn.base,__sklearn_clone__,75,15,No,0,1,Found no referenced functions,estimator.__sklearn_clone__.(),estimator,MemberExpr:75(  NameExpr(estimator [l])  __sklearn_clone__) Type is Any No missing import name ,2025-03-02 02:25:55.175414
Yes,sklearn,sklearn.base,_clone_parametrized,76,11,No,1,1,Found same amount of functions,_clone_parametrized.(),sklearn.base._clone_parametrized,,2025-03-02 02:25:55.176412
Yes,sklearn,sklearn.base,clone,85,31,No,1,1,Found same amount of functions,clone.(),sklearn.base.clone,,2025-03-02 02:25:55.178410
Yes,sklearn,sklearn.base,clone,107,34,No,1,1,Found same amount of functions,clone.(),sklearn.base.clone,,2025-03-02 02:25:55.178410
Yes,sklearn,sklearn.base,get_params,105,24,No,0,12,Found no referenced functions,estimator.get_params.(),estimator,MemberExpr:105(  NameExpr(estimator [l])  get_params) Type is Any No missing import name ,2025-03-02 02:25:55.185403
Yes,sklearn,sklearn.base,get_params,115,17,No,0,12,Found no referenced functions,new_object.get_params.(),new_object,MemberExpr:115(  NameExpr(new_object [l])  get_params) Type is Any No missing import name ,2025-03-02 02:25:55.185403
Yes,sklearn,sklearn.utils._metadata_requests,request_is_valid,279,42,No,1,1,Found same amount of functions,request_is_valid.(),sklearn.utils._metadata_requests.request_is_valid,,2025-03-02 02:25:55.195393
Yes,sklearn,sklearn.utils._metadata_requests,request_is_valid,281,19,No,1,1,Found same amount of functions,request_is_valid.(),sklearn.utils._metadata_requests.request_is_valid,,2025-03-02 02:25:55.196391
Yes,sklearn,sklearn.utils._metadata_requests,_get_param_names,421,15,No,0,2,Found no referenced functions,getattr.()._get_param_names.(),builtins.getattr,CallExpr:421(  NameExpr(getattr [builtins.getattr])  Args(    NameExpr(self [l])    NameExpr(method [l]))) Mypy Node is a mp_nodes.OverloadedFuncDef ,2025-03-02 02:25:55.197390
Yes,sklearn,sklearn.utils._metadata_requests,_get_param_names,724,16,No,0,1,Found no referenced functions,self._self_request._get_param_names.(),"NamedType(name='MetadataRouter', qname='sklearn.utils._metadata_requests.MetadataRouter')","MemberExpr:724(  NameExpr(self [l])  _self_request) Missing type info of: _self_request, at path part _self_request | ",2025-03-02 02:25:55.198389
Yes,sklearn,sklearn.utils._metadata_requests,_get_param_names,733,24,No,0,2,Found no referenced functions,route_mapping.router._get_param_names.(),route_mapping,MemberExpr:733(  NameExpr(route_mapping [l])  router) Type is Any No missing import name ,2025-03-02 02:25:55.199388
Yes,sklearn,sklearn.base,_get_param_names,193,19,Yes,1,2,,self._get_param_names.(),"NamedType(name='BaseEstimator', qname='sklearn.base.BaseEstimator')",,2025-03-02 02:25:55.201387
Yes,sklearn,sklearn.base,get_params,196,29,No,0,12,Found no referenced functions,value.get_params.(),value,MemberExpr:196(  NameExpr(value [l])  get_params) Type is Any No missing import name ,2025-03-02 02:25:55.202386
Yes,sklearn,sklearn.base,update,197,16,No,0,1,Found no referenced functions,out.update.(),out,MemberExpr:197(  NameExpr(out [l])  update) Type is Any No missing import name ,2025-03-02 02:25:55.202386
Yes,sklearn,sklearn.pipeline,_get_params,194,15,No,0,1,Found no referenced functions,self._get_params.(),"NamedType(name='Pipeline', qname='sklearn.pipeline.Pipeline')",MemberExpr:194(  NameExpr(self [l])  _get_params) ,2025-03-02 02:25:55.204383
Yes,sklearn,sklearn.pipeline,_get_params,1113,15,No,0,1,Found no referenced functions,self._get_params.(),"NamedType(name='FeatureUnion', qname='sklearn.pipeline.FeatureUnion')",MemberExpr:1113(  NameExpr(self [l])  _get_params) ,2025-03-02 02:25:55.204383
Yes,sklearn,sklearn.compose._column_transformer,_get_params,330,15,No,0,1,Found no referenced functions,self._get_params.(),"NamedType(name='ColumnTransformer', qname='sklearn.compose._column_transformer.ColumnTransformer')",MemberExpr:330(  NameExpr(self [l])  _get_params) ,2025-03-02 02:25:55.205382
Yes,sklearn,sklearn.ensemble._base,_get_params,334,15,No,0,1,Found no referenced functions,super.()._get_params.(),sklearn.ensemble._base._BaseHeterogeneousEnsemble,,2025-03-02 02:25:55.205382
Yes,sklearn,sklearn.gaussian_process.kernels,get_params,681,25,No,0,12,Found no referenced functions,self.k1.get_params.(),"NamedType(name='KernelOperator', qname='sklearn.gaussian_process.kernels.KernelOperator')","MemberExpr:681(  NameExpr(self [l])  k1) Missing type info of: k1, at path part k1 | ",2025-03-02 02:25:55.210377
Yes,sklearn,sklearn.gaussian_process.kernels,get_params,683,25,No,0,12,Found no referenced functions,self.k2.get_params.(),"NamedType(name='KernelOperator', qname='sklearn.gaussian_process.kernels.KernelOperator')","MemberExpr:683(  NameExpr(self [l])  k2) Missing type info of: k2, at path part k2 | ",2025-03-02 02:25:55.211376
Yes,sklearn,sklearn.gaussian_process.kernels,update,682,12,No,0,1,Found no referenced functions,params.update.(),params,MemberExpr:682(  NameExpr(params [l])  update) Type is Any No missing import name ,2025-03-02 02:25:55.211376
Yes,sklearn,sklearn.gaussian_process.kernels,update,684,12,No,0,1,Found no referenced functions,params.update.(),params,MemberExpr:684(  NameExpr(params [l])  update) Type is Any No missing import name ,2025-03-02 02:25:55.212375
Yes,sklearn,sklearn.gaussian_process.kernels,get_params,1031,25,No,0,12,Found no referenced functions,self.kernel.get_params.(),"NamedType(name='Exponentiation', qname='sklearn.gaussian_process.kernels.Exponentiation')","MemberExpr:1031(  NameExpr(self [l])  kernel) Missing type info of: kernel, at path part kernel | ",2025-03-02 02:25:55.213374
Yes,sklearn,sklearn.gaussian_process.kernels,update,1032,12,No,0,1,Found no referenced functions,params.update.(),params,MemberExpr:1032(  NameExpr(params [l])  update) Type is Any No missing import name ,2025-03-02 02:25:55.214373
Yes,sklearn,sklearn.base,get_params,222,23,Yes,1,12,,self.get_params.(),"NamedType(name='BaseEstimator', qname='sklearn.base.BaseEstimator')",,2025-03-02 02:25:55.215372
