Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,sklearn,sklearn.base,__sklearn_clone__,75,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.946201
No,sklearn,sklearn.base,_clone_parametrized,76,11,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.947166
No,sklearn,sklearn.base,clone,85,31,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.949169
No,sklearn,sklearn.base,clone,107,34,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.950174
No,sklearn,sklearn.base,get_params,105,24,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.953901
No,sklearn,sklearn.base,get_params,115,17,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.954907
No,sklearn,sklearn.utils._metadata_requests,request_is_valid,279,42,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.964907
No,sklearn,sklearn.utils._metadata_requests,request_is_valid,281,19,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.965912
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,421,15,No,0,2,Found no referenced functions,,None,,2025-03-03 12:21:10.967952
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,724,16,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.968909
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,733,24,No,0,2,Found no referenced functions,,None,,2025-03-03 12:21:10.968909
No,sklearn,sklearn.base,_get_param_names,193,19,No,0,2,Found no referenced functions,,None,,2025-03-03 12:21:10.970936
No,sklearn,sklearn.base,get_params,196,29,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.970936
No,sklearn,sklearn.base,update,197,16,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.971936
No,sklearn,sklearn.pipeline,_get_params,194,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.972935
No,sklearn,sklearn.pipeline,_get_params,1113,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.972935
No,sklearn,sklearn.compose._column_transformer,_get_params,330,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.973907
No,sklearn,sklearn.ensemble._base,_get_params,334,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.973907
No,sklearn,sklearn.gaussian_process.kernels,get_params,681,25,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.978907
No,sklearn,sklearn.gaussian_process.kernels,get_params,683,25,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.978907
No,sklearn,sklearn.gaussian_process.kernels,update,682,12,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.978907
No,sklearn,sklearn.gaussian_process.kernels,update,684,12,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.979907
No,sklearn,sklearn.gaussian_process.kernels,get_params,1031,25,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.981942
No,sklearn,sklearn.gaussian_process.kernels,update,1032,12,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:10.982908
No,sklearn,sklearn.base,get_params,222,23,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:10.985943
No,sklearn,sklearn.base,_get_param_names,228,37,No,0,2,Found no referenced functions,,None,,2025-03-03 12:21:10.986910
No,sklearn,sklearn.base,set_params,262,12,No,0,9,Found no referenced functions,,None,,2025-03-03 12:21:11.025928
No,sklearn,sklearn.pipeline,_set_params,215,8,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.028922
No,sklearn,sklearn.pipeline,_set_params,1134,8,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.029929
No,sklearn,sklearn.compose._column_transformer,_set_params,349,8,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.029929
No,sklearn,sklearn.ensemble._base,_set_params,312,8,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.030896
No,sklearn,sklearn.gaussian_process.kernels,get_params,211,23,No,0,12,Found no referenced functions,,None,,2025-03-03 12:21:11.030896
No,sklearn,sklearn.gaussian_process.kernels,split,213,20,No,0,14,Found no referenced functions,,None,,2025-03-03 12:21:11.031895
No,sklearn,sklearn.gaussian_process.kernels,set_params,224,16,No,0,9,Found no referenced functions,,None,,2025-03-03 12:21:11.032899
No,sklearn,sklearn.base,_clone_parametrized,267,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.035929
No,sklearn,sklearn.base,split,289,33,No,0,14,Found no referenced functions,,None,,2025-03-03 12:21:11.036928
No,sklearn,sklearn.gaussian_process.kernels,format,372,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.196014
No,sklearn,sklearn.gaussian_process.kernels,format,867,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.199034
No,sklearn,sklearn.gaussian_process.kernels,format,967,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.202063
No,sklearn,sklearn.gaussian_process.kernels,format,1149,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.203041
No,sklearn,sklearn.gaussian_process.kernels,format,1296,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.204016
No,sklearn,sklearn.gaussian_process.kernels,format,1417,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.205015
No,sklearn,sklearn.gaussian_process.kernels,format,1565,19,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.206016
No,sklearn,sklearn.gaussian_process.kernels,format,1570,19,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.206016
No,sklearn,sklearn.gaussian_process.kernels,format,1766,19,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.211013
No,sklearn,sklearn.gaussian_process.kernels,format,1772,19,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.211013
No,sklearn,sklearn.gaussian_process.kernels,format,1928,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.213014
No,sklearn,sklearn.gaussian_process.kernels,format,2073,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.214014
No,sklearn,sklearn.gaussian_process.kernels,format,2213,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.216017
No,sklearn,sklearn.gaussian_process.kernels,format,2387,15,No,0,0,Found no referenced functions,,None,,2025-03-03 12:21:11.219019
No,sklearn,sklearn.metrics._scorer,_factory_args,220,12,No,0,3,Found no referenced functions,,None,,2025-03-03 12:21:11.220017
No,sklearn,sklearn.model_selection._split,_build_repr,134,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.222052
No,sklearn,sklearn.model_selection._split,_build_repr,1537,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.222052
No,sklearn,sklearn.model_selection._split,_build_repr,1755,15,No,0,1,Found no referenced functions,,None,,2025-03-03 12:21:11.222052
No,sklearn,sklearn.tree._reingold_tilford,__str__,51,15,No,0,27,Found no referenced functions,,None,,2025-03-03 12:21:11.223033
No,sklearn,sklearn.utils._metadata_requests,_serialize,361,19,No,0,4,Found no referenced functions,,None,,2025-03-03 12:21:11.223033
No,sklearn,sklearn.utils._metadata_requests,_serialize,477,19,No,0,4,Found no referenced functions,,None,,2025-03-03 12:21:11.224067
No,sklearn,sklearn.utils._metadata_requests,_serialize,590,19,No,0,4,Found no referenced functions,,None,,2025-03-03 12:21:11.224067
