Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,safeds,No,safeds.data.image.containers._image.resize.263.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.810577
Yes,safeds,No,safeds.data.image.containers._image.convert_to_grayscale.279.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.811581
Yes,safeds,No,safeds.data.image.containers._image.crop.301.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.811581
Yes,safeds,No,safeds.data.image.containers._image.flip_vertically.321.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.812648
Yes,safeds,No,safeds.data.image.containers._image.flip_horizontally.334.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.812648
Yes,safeds,No,safeds.data.image.containers._image.adjust_brightness.347.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-13 23:40:36.813657
Yes,safeds,No,safeds.data.image.containers._image.add_noise.391.4,38,37,28,6,0.9736842105263158,0.7368421052631579,Impure,Impure,2025-01-13 23:40:36.814718
Yes,safeds,No,safeds.data.image.containers._image.adjust_contrast.419.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-13 23:40:36.814718
Yes,safeds,No,safeds.data.image.containers._image.adjust_color_balance.462.4,44,43,32,6,0.9772727272727273,0.7272727272727273,Impure,Impure,2025-01-13 23:40:36.815763
Yes,safeds,No,safeds.data.image.containers._image.blur.500.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.815763
Yes,safeds,No,safeds.data.image.containers._image.sharpen.519.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-13 23:40:36.816815
Yes,safeds,No,safeds.data.image.containers._image.invert_colors.562.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.816815
Yes,safeds,No,safeds.data.image.containers._image.rotate_right.581.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.817814
Yes,safeds,No,safeds.data.image.containers._image.rotate_left.594.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.818947
Yes,safeds,No,safeds.data.image.containers._image.find_edges.607.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-13 23:40:36.819964
Yes,safeds,No,safeds.data.tabular.containers._column._from_pandas_series.55.4,41,40,29,4,0.975609756097561,0.7073170731707317,Impure,Impure,2025-01-13 23:40:36.819964
Yes,safeds,No,safeds.data.tabular.containers._column.__init__.89.4,40,39,28,4,0.975,0.7,Impure,Impure,2025-01-13 23:40:36.821134
Yes,safeds,No,safeds.data.tabular.containers._column.__contains__.113.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.821134
Yes,safeds,No,safeds.data.tabular.containers._column.__eq__.116.4,3,2,2,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-13 23:40:36.821134
Yes,safeds,No,safeds.data.tabular.containers._column.__getitem__.155.4,49,48,34,5,0.9795918367346939,0.6938775510204082,Impure,Impure,2025-01-13 23:40:36.822218
Yes,safeds,No,safeds.data.tabular.containers._column.__iter__.194.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.822218
Yes,safeds,No,safeds.data.tabular.containers._column.__len__.215.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.823225
Yes,safeds,No,safeds.data.tabular.containers._column.__repr__.233.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.823225
Yes,safeds,No,safeds.data.tabular.containers._column.__sizeof__.251.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.824278
Yes,safeds,No,safeds.data.tabular.containers._column.__str__.261.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.824278
Yes,safeds,No,safeds.data.tabular.containers._column.name.284.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-13 23:40:36.825294
Yes,safeds,No,safeds.data.tabular.containers._column.number_of_rows.303.4,2,1,1,1,0.5,0.5,Impure,Pure,2025-01-13 23:40:36.825294
Yes,safeds,No,safeds.data.tabular.containers._column.type.315.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-13 23:40:36.826291
Yes,safeds,No,safeds.data.tabular.containers._column.get_unique_values.341.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.826291
Yes,safeds,No,safeds.data.tabular.containers._column.get_value.359.4,6,5,3,3,0.8333333333333334,0.5,Impure,Impure,2025-01-13 23:40:36.826291
Yes,safeds,No,safeds.data.tabular.containers._column.all.394.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.827288
Yes,safeds,No,safeds.data.tabular.containers._column.any.420.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.827288
Yes,safeds,No,safeds.data.tabular.containers._column.none.446.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.828285
Yes,safeds,No,safeds.data.tabular.containers._column.has_missing_values.473.4,5,4,3,2,0.8,0.6,Impure,Impure,2025-01-13 23:40:36.828285
Yes,safeds,No,safeds.data.tabular.containers._column.rename.499.4,43,42,30,5,0.9767441860465116,0.6976744186046512,Impure,Impure,2025-01-13 23:40:36.828285
Yes,safeds,No,safeds.data.tabular.containers._column.transform.524.4,43,42,29,6,0.9767441860465116,0.6744186046511628,Impure,Impure,2025-01-13 23:40:36.829417
Yes,safeds,No,safeds.data.tabular.containers._column.correlation_with.552.4,16,15,11,3,0.9375,0.6875,Impure,Impure,2025-01-13 23:40:36.829417
Yes,safeds,No,safeds.data.tabular.containers._column.idness.591.4,5,4,2,3,0.8,0.4,Impure,Impure,2025-01-13 23:40:36.830536
Yes,safeds,No,safeds.data.tabular.containers._column.maximum.626.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-13 23:40:36.830536
Yes,safeds,No,safeds.data.tabular.containers._column.mean.651.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-13 23:40:36.831660
Yes,safeds,No,safeds.data.tabular.containers._column.median.676.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-13 23:40:36.831660
Yes,safeds,No,safeds.data.tabular.containers._column.minimum.706.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-13 23:40:36.831660
Yes,safeds,No,safeds.data.tabular.containers._column.missing_value_ratio.731.4,7,6,3,3,0.8571428571428571,0.42857142857142855,Impure,Impure,2025-01-13 23:40:36.832805
Yes,safeds,No,safeds.data.tabular.containers._column.mode.760.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.832805
Yes,safeds,No,safeds.data.tabular.containers._column.stability.782.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-13 23:40:36.833859
Yes,safeds,No,safeds.data.tabular.containers._column.standard_deviation.823.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-13 23:40:36.835091
Yes,safeds,No,safeds.data.tabular.containers._column.sum.852.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-13 23:40:36.835091
Yes,safeds,No,safeds.data.tabular.containers._column.variance.877.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-13 23:40:36.836445
Yes,safeds,No,safeds.data.tabular.containers._column.plot_boxplot.907.4,24,23,19,3,0.9583333333333334,0.7916666666666666,Impure,Impure,2025-01-13 23:40:36.837441
Yes,safeds,No,safeds.data.tabular.containers._column.plot_histogram.943.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-13 23:40:36.837441
Yes,safeds,No,safeds.data.tabular.containers._column.to_html.979.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.837441
Yes,safeds,No,safeds.data.tabular.containers._column._repr_html_.1004.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.838485
Yes,safeds,No,safeds.data.tabular.containers._column._count_missing_values.1029.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.838485
Yes,safeds,No,safeds.data.tabular.containers._row.from_dict.40.4,51,50,34,7,0.9803921568627451,0.6666666666666666,Impure,Impure,2025-01-13 23:40:36.839483
Yes,safeds,No,safeds.data.tabular.containers._row._from_pandas_dataframe.62.4,50,49,35,5,0.98,0.7,Impure,Impure,2025-01-13 23:40:36.839483
Yes,safeds,No,safeds.data.tabular.containers._row.__init__.109.4,48,47,33,5,0.9791666666666666,0.6875,Impure,Pure,2025-01-13 23:40:36.840480
Yes,safeds,No,safeds.data.tabular.containers._row.__contains__.132.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-13 23:40:36.840480
Yes,safeds,No,safeds.data.tabular.containers._row.__eq__.158.4,3,2,2,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-13 23:40:36.840480
Yes,safeds,No,safeds.data.tabular.containers._row.__getitem__.191.4,10,9,5,4,0.9,0.5,Impure,Impure,2025-01-13 23:40:36.841669
Yes,safeds,No,safeds.data.tabular.containers._row.__iter__.219.4,2,1,1,1,0.5,0.5,Impure,Pure,2025-01-13 23:40:36.841669
Yes,safeds,No,safeds.data.tabular.containers._row.__len__.237.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.842814
Yes,safeds,No,safeds.data.tabular.containers._row.__repr__.255.4,1,0,1,0,0.0,1.0,Pure,Pure,2025-01-13 23:40:36.842814
Yes,safeds,No,safeds.data.tabular.containers._row.__sizeof__.273.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.842814
Yes,safeds,No,safeds.data.tabular.containers._row.__str__.283.4,13,12,7,5,0.9230769230769231,0.5384615384615384,Impure,Impure,2025-01-13 23:40:36.843811
Yes,safeds,No,safeds.data.tabular.containers._row.column_names.314.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-13 23:40:36.843811
Yes,safeds,No,safeds.data.tabular.containers._row.number_of_column.333.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-13 23:40:36.844809
Yes,safeds,No,safeds.data.tabular.containers._row.schema.352.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-13 23:40:36.844809
Yes,safeds,No,safeds.data.tabular.containers._row.get_value.373.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-13 23:40:36.844809
Yes,safeds,No,safeds.data.tabular.containers._row.has_column.404.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.845992
Yes,safeds,No,safeds.data.tabular.containers._row.get_column_type.430.4,9,8,5,4,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-13 23:40:36.845992
Yes,safeds,No,safeds.data.tabular.containers._row.sort_columns.462.4,66,65,43,8,0.9848484848484849,0.6515151515151515,Impure,Impure,2025-01-13 23:40:36.846990
Yes,safeds,No,safeds.data.tabular.containers._row.to_dict.495.4,10,9,5,4,0.9,0.5,Impure,Impure,2025-01-13 23:40:36.846990
Yes,safeds,No,safeds.data.tabular.containers._row.to_html.513.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.846990
Yes,safeds,No,safeds.data.tabular.containers._row._repr_html_.534.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.848127
Yes,safeds,No,safeds.data.tabular.containers._table.from_csv_file.84.4,116,115,80,7,0.9913793103448276,0.6896551724137931,Impure,Impure,2025-01-13 23:40:36.848127
Yes,safeds,No,safeds.data.tabular.containers._table.from_excel_file.126.4,60,59,42,6,0.9833333333333333,0.7,Impure,Impure,2025-01-13 23:40:36.849124
Yes,safeds,No,safeds.data.tabular.containers._table.from_json_file.170.4,116,115,80,7,0.9913793103448276,0.6896551724137931,Impure,Impure,2025-01-13 23:40:36.850155
Yes,safeds,No,safeds.data.tabular.containers._table.from_dict.213.4,56,55,37,7,0.9821428571428571,0.6607142857142857,Impure,Impure,2025-01-13 23:40:36.850155
Yes,safeds,No,safeds.data.tabular.containers._table.from_columns.244.4,62,61,42,6,0.9838709677419355,0.6774193548387096,Impure,Impure,2025-01-13 23:40:36.852695
Yes,safeds,No,safeds.data.tabular.containers._table.from_rows.292.4,104,103,76,6,0.9903846153846154,0.7307692307692307,Impure,Impure,2025-01-13 23:40:36.853707
Yes,safeds,No,safeds.data.tabular.containers._table._from_pandas_dataframe.342.4,51,50,36,5,0.9803921568627451,0.7058823529411765,Impure,Impure,2025-01-13 23:40:36.854816
Yes,safeds,No,safeds.data.tabular.containers._table.__init__.385.4,53,52,36,5,0.9811320754716981,0.6792452830188679,Impure,Impure,2025-01-13 23:40:36.855833
Yes,safeds,No,safeds.data.tabular.containers._table.__eq__.426.4,737,736,493,10,0.9986431478968792,0.6689280868385346,Impure,Impure,2025-01-13 23:40:36.857923
Yes,safeds,No,safeds.data.tabular.containers._table.__repr__.460.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.857923
Yes,safeds,No,safeds.data.tabular.containers._table.__sizeof__.479.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.859091
Yes,safeds,No,safeds.data.tabular.containers._table.__str__.489.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.859091
Yes,safeds,No,safeds.data.tabular.containers._table.column_names.499.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.860142
Yes,safeds,No,safeds.data.tabular.containers._table.number_of_columns.520.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.860142
Yes,safeds,No,safeds.data.tabular.containers._table.number_of_rows.539.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.861139
Yes,safeds,No,safeds.data.tabular.containers._table.schema.558.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.861139
Yes,safeds,No,safeds.data.tabular.containers._table.get_column.587.4,62,61,41,5,0.9838709677419355,0.6612903225806451,Impure,Impure,2025-01-13 23:40:36.862136
Yes,safeds,No,safeds.data.tabular.containers._table.has_column.622.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.862136
Yes,safeds,No,safeds.data.tabular.containers._table.get_column_type.649.4,9,8,5,4,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-13 23:40:36.863133
Yes,safeds,No,safeds.data.tabular.containers._table.get_row.679.4,58,57,40,6,0.9827586206896551,0.6896551724137931,Impure,Impure,2025-01-13 23:40:36.863133
Yes,safeds,No,safeds.data.tabular.containers._table._get_similar_columns.713.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.864131
Yes,safeds,No,safeds.data.tabular.containers._table.summarize_statistics.745.4,820,819,552,10,0.998780487804878,0.6731707317073171,Impure,Impure,2025-01-13 23:40:36.866191
Yes,safeds,No,safeds.data.tabular.containers._table._as_table.847.4,1,0,1,0,0.0,1.0,Pure,Pure,2025-01-13 23:40:36.866191
Yes,safeds,No,safeds.data.tabular.containers._table.add_column.861.4,64,63,43,6,0.984375,0.671875,Impure,Impure,2025-01-13 23:40:36.867189
Yes,safeds,No,safeds.data.tabular.containers._table.add_columns.900.4,126,125,84,7,0.9920634920634921,0.6666666666666666,Impure,Impure,2025-01-13 23:40:36.869395
Yes,safeds,No,safeds.data.tabular.containers._table.add_row.948.4,1085,1084,737,10,0.9990783410138249,0.6792626728110599,Impure,Impure,2025-01-13 23:40:36.872383
Yes,safeds,No,safeds.data.tabular.containers._table.add_rows.1009.4,5218,5219,3527,13,1.000191644308164,0.6759294748945956,Impure,Impure,2025-01-13 23:40:36.884827
Yes,safeds,No,safeds.data.tabular.containers._table.filter_rows.1068.4,214,213,154,7,0.9953271028037384,0.719626168224299,Impure,Impure,2025-01-13 23:40:36.887043
Yes,safeds,No,safeds.data.tabular.containers._table.group_rows_by.1101.4,5311,5312,3594,13,1.0001882884579176,0.6767087177556016,Impure,Impure,2025-01-13 23:40:36.897292
Yes,safeds,Yes,safeds.data.tabular.containers._table.keep_only_columns.1125.4,471,470,315,8,0.9978768577494692,0.6687898089171974,Impure,Impure,2025-01-13 23:40:36.899298
Yes,safeds,No,safeds.data.tabular.containers._table.remove_columns.1170.4,117,116,80,7,0.9914529914529915,0.6837606837606838,Impure,Impure,2025-01-13 23:40:36.900302
Yes,safeds,No,safeds.data.tabular.containers._table.remove_columns_with_missing_values.1221.4,132,131,87,7,0.9924242424242424,0.6590909090909091,Impure,Impure,2025-01-13 23:40:36.901305
Yes,safeds,No,safeds.data.tabular.containers._table.remove_columns_with_non_numerical_values.1250.4,134,133,91,7,0.9925373134328358,0.6791044776119403,Impure,Impure,2025-01-13 23:40:36.903651
Yes,safeds,No,safeds.data.tabular.containers._table.remove_duplicate_rows.1279.4,53,52,37,6,0.9811320754716981,0.6981132075471698,Impure,Impure,2025-01-13 23:40:36.904663
Yes,safeds,No,safeds.data.tabular.containers._table.remove_rows_with_missing_values.1303.4,53,52,37,6,0.9811320754716981,0.6981132075471698,Impure,Impure,2025-01-13 23:40:36.905670
Yes,safeds,No,safeds.data.tabular.containers._table.remove_rows_with_outliers.1325.4,818,817,551,10,0.9987775061124694,0.6735941320293398,Impure,Impure,2025-01-13 23:40:36.907678
Yes,safeds,No,safeds.data.tabular.containers._table.rename_column.1368.4,65,64,44,6,0.9846153846153847,0.676923076923077,Impure,Impure,2025-01-13 23:40:36.908819
Yes,safeds,No,safeds.data.tabular.containers._table.replace_column.1413.4,144,143,95,7,0.9930555555555556,0.6597222222222222,Impure,Impure,2025-01-13 23:40:36.909841
Yes,safeds,No,safeds.data.tabular.containers._table.shuffle_rows.1473.4,53,52,37,6,0.9811320754716981,0.6981132075471698,Impure,Impure,2025-01-13 23:40:36.909841
Yes,safeds,No,safeds.data.tabular.containers._table.slice_rows.1500.4,59,58,41,6,0.9830508474576272,0.6949152542372882,Impure,Impure,2025-01-13 23:40:36.910853
Yes,safeds,No,safeds.data.tabular.containers._table.sort_columns.1554.4,128,127,85,7,0.9921875,0.6640625,Impure,Impure,2025-01-13 23:40:36.911857
Yes,safeds,No,safeds.data.tabular.containers._table.sort_rows.1602.4,161,160,116,7,0.9937888198757764,0.7204968944099379,Impure,Impure,2025-01-13 23:40:36.912946
Yes,safeds,No,safeds.data.tabular.containers._table.split_rows.1649.4,651,650,439,10,0.9984639016897081,0.674347158218126,Impure,Impure,2025-01-13 23:40:36.913949
Yes,safeds,No,safeds.data.tabular.containers._table.tag_columns.1695.4,473,472,316,9,0.9978858350951374,0.6680761099365751,Impure,Impure,2025-01-13 23:40:36.915957
Yes,safeds,No,safeds.data.tabular.containers._table.time_columns.1730.4,477,476,319,10,0.9979035639412998,0.6687631027253669,Impure,Impure,2025-01-13 23:40:36.918964
Yes,safeds,No,safeds.data.tabular.containers._table.transform_column.1767.4,875,874,584,10,0.9988571428571429,0.6674285714285715,Impure,Impure,2025-01-13 23:40:36.923219
Yes,safeds,No,safeds.data.tabular.containers._table.transform_table.1800.4,4930,4929,3321,11,0.9997971602434077,0.6736308316430021,Impure,Impure,2025-01-13 23:40:36.933655
Yes,safeds,No,safeds.data.tabular.containers._table.inverse_transform_table.1838.4,6980,6979,4687,11,0.9998567335243553,0.6714899713467049,Impure,Impure,2025-01-13 23:40:36.948315
Yes,safeds,No,safeds.data.tabular.containers._table.plot_correlation_heatmap.1884.4,777,776,523,10,0.9987129987129987,0.6731016731016731,Impure,Impure,2025-01-13 23:40:36.952056
Yes,safeds,No,safeds.data.tabular.containers._table.plot_lineplot.1943.4,23,22,16,3,0.9565217391304348,0.6956521739130435,Impure,Impure,2025-01-13 23:40:36.953069
Yes,safeds,No,safeds.data.tabular.containers._table.plot_scatterplot.2004.4,23,22,16,3,0.9565217391304348,0.6956521739130435,Impure,Impure,2025-01-13 23:40:36.954486
Yes,safeds,No,safeds.data.tabular.containers._table.plot_boxplots.2062.4,783,782,527,10,0.9987228607918263,0.6730523627075351,Impure,Impure,2025-01-13 23:40:36.956619
Yes,safeds,No,safeds.data.tabular.containers._table.plot_histograms.2109.4,16,15,13,3,0.9375,0.8125,Impure,Impure,2025-01-13 23:40:36.957652
Yes,safeds,No,safeds.data.tabular.containers._table.to_csv_file.2148.4,6,5,3,3,0.8333333333333334,0.5,Impure,Impure,2025-01-13 23:40:36.957652
Yes,safeds,No,safeds.data.tabular.containers._table.to_excel_file.2179.4,6,5,3,3,0.8333333333333334,0.5,Impure,Impure,2025-01-13 23:40:36.958678
Yes,safeds,No,safeds.data.tabular.containers._table.to_json_file.2217.4,6,5,3,3,0.8333333333333334,0.5,Impure,Impure,2025-01-13 23:40:36.959783
Yes,safeds,No,safeds.data.tabular.containers._table.to_dict.2248.4,64,63,42,6,0.984375,0.65625,Impure,Impure,2025-01-13 23:40:36.959783
Yes,safeds,No,safeds.data.tabular.containers._table.to_html.2269.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.960957
Yes,safeds,No,safeds.data.tabular.containers._table.to_columns.2286.4,63,62,41,6,0.9841269841269841,0.6507936507936508,Impure,Impure,2025-01-13 23:40:36.960957
Yes,safeds,No,safeds.data.tabular.containers._table.to_rows.2304.4,54,53,38,6,0.9814814814814815,0.7037037037037037,Impure,Impure,2025-01-13 23:40:36.962025
Yes,safeds,No,safeds.data.tabular.containers._table._repr_html_.2338.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.963038
Yes,safeds,No,safeds.data.tabular.containers._table.__dataframe__.2353.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-13 23:40:36.963038
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table._from_table.52.4,471,470,315,8,0.9978768577494692,0.6687898089171974,Impure,Impure,2025-01-13 23:40:36.965199
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.__init__.118.4,771,771,516,9,1.0,0.669260700389105,Impure,Impure,2025-01-13 23:40:36.966235
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.__sizeof__.168.4,8,8,5,2,1.0,0.625,Impure,Impure,2025-01-13 23:40:36.967595
Yes,safeds,No,safeds.data.tabular.containers._tagged_table.features.183.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.968661
Yes,safeds,No,safeds.data.tabular.containers._tagged_table.target.195.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-13 23:40:36.969654
Yes,safeds,No,safeds.data.tabular.containers._tagged_table.add_column_as_feature.210.4,1077,1076,721,10,0.9990714948932219,0.669452181987001,Impure,Impure,2025-01-13 23:40:36.973041
Yes,safeds,No,safeds.data.tabular.containers._tagged_table.add_columns_as_features.239.4,1265,1264,845,10,0.9992094861660079,0.6679841897233202,Impure,Impure,2025-01-13 23:40:36.976327
Yes,safeds,No,safeds.data.tabular.containers._tagged_table._as_table.273.4,128,127,85,7,0.9921875,0.6640625,Impure,Impure,2025-01-13 23:40:36.976327
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.add_column.292.4,539,538,361,9,0.9981447124304267,0.6697588126159555,Impure,Impure,2025-01-13 23:40:36.978856
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.add_columns.321.4,601,600,402,9,0.9983361064891847,0.6688851913477537,Impure,Impure,2025-01-13 23:40:36.979893
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.add_row.350.4,2033,2033,1371,11,1.0,0.6743728480078701,Impure,Impure,2025-01-13 23:40:36.985473
Yes,safeds,No,safeds.data.tabular.containers._tagged_table.add_rows.373.4,6166,6169,4161,14,1.0004865390853066,0.6748297113201427,Impure,Impure,2025-01-13 23:40:36.998942
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.filter_rows.396.4,1162,1162,788,10,1.0,0.6781411359724613,Impure,Impure,2025-01-13 23:40:37.003518
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.keep_only_columns.418.4,471,470,315,8,0.9978768577494692,0.6687898089171974,Impure,Impure,2025-01-13 23:40:37.005755
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_columns.454.4,471,470,315,8,0.9978768577494692,0.6687898089171974,Impure,Impure,2025-01-13 23:40:37.007147
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_columns_with_missing_values.492.4,627,626,417,9,0.9984051036682615,0.6650717703349283,Impure,Impure,2025-01-13 23:40:37.009306
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_columns_with_non_numerical_values.524.4,629,628,421,9,0.9984101748807631,0.6693163751987281,Impure,Impure,2025-01-13 23:40:37.010652
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_duplicate_rows.556.4,1002,1002,672,10,1.0,0.6706586826347305,Impure,Impure,2025-01-13 23:40:37.014064
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_rows_with_missing_values.573.4,1002,1002,672,10,1.0,0.6706586826347305,Impure,Impure,2025-01-13 23:40:37.016140
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.remove_rows_with_outliers.590.4,1767,1767,1186,11,1.0,0.6711941143180532,Impure,Impure,2025-01-13 23:40:37.022491
Yes,safeds,Yes,safeds.data.tabular.containers._tagged_table.rename_column.611.4,1014,1014,679,10,1.0,0.6696252465483234,Impure,Impure,2025-01-13 23:40:37.024562
